# Erdal Ronahî <www.ferheng.org>
# Letzte Version: 2005-07-29
# Kurdisch	Deutsch
# Kurdî	Elmanî
şimşad	Buchsbaum
şimşad	glatt 
şimşad	poliert 
şimşal	Flöte
şimşat	Buchsbaum
şimşat	glatt
şimşat	poliert
şin	Begräbnis
şin	Ort
Şingal	das Sincar-Gebirge in irakisch Kurdistan
şingeşing	Klappern
şingeşing	Klirren
şingeşing	Rasseln
şingînî	Geklirre
şingînî	Gerassel
şipûk	Katarakt
şipûk	Wasserfall
şipûşaş	vollkommen durcheinander
şipûşaş	vollkommen verwirrt
şiqitîn <şiqit>	ausrutschen
şiqitîn <şiqit>	gleiten
şiqitîn <şiqit>	rutschen
şiqîn	Blitzen und Krachen
şirêz kirin	anbringen
şirêz kirin	befestigen
şirêz kirin	kleben
şiri kirin	anbringen
şiri kirin	befestigen
şiri kirin	kleben
şirik	Anhängsel
şirik	Frauenschmuck
şirik	Kette
şirik	kleiner Wasserhahn
şirik	Rinnstein
şirik	Trog
şiring	Spritze
şirîk	Partner
şirîk	Teilhaber
şirînî	Süßigkeit
şirît	Band
şirît	dünne Schnur
şirît	Seil
şirmaq	Prügel
şirmaq	Schläge
şirove kirin	darlegen
şirove kirin	erklären
şirove kirin	erläutern
şirove kirin	interpretieren
şirqîn	blitzen
şirrik	Rinne
şirrik	Traufe
şitil	Setzling
şitil	Spross
şitil 	Schössling
şitl	Schössling
şitl	Setzling
şiv	ankleben
şiv	Ast
şiv	aufkleben
şiv	Grashalm
şiv	Rute
şiv	Stock
şiv	Zweig
şivan	Hirte
şivan	Schäfer
şiverê	Fußweg
şiverê	Pfad
şiverê	Spur
şivîl	Gleis
şivqelin	Kalian
şivqelin	persische Wasserpfeife
şivqelin	Wassertabakspfeife
şixt	Strich
şixul	Angelegenheit
şixul	Arbeit
şixul	Aufgabe
şixul	Beschäftigung
şixul	Tätigkeit
şixulîn	arbeiten
şiyan	Energie
şiyan	Kraft
şiyandin	absenden
şîfa	Genesung
şîfa	Heilung
şîn	Trauer
şîn	Wehklagen
şîn	Wehleid
şîn (zugleich Pflanzengrün)	blau
şîn girêdan	Trauer haben
şîn girêdan	trauern
şîn hatin	austreiben
şîn hatin	sprossen
şîn hatin	wachsen
şîn-girî	Trauer und Wehklagen
şînboz	falb
şînboz	gelblich grau
şînkayî	Gemüse
şînkayî	Grüne
şînkayî	Grünzeug
şînyatî	Gemüse
şîp	Katarakt
şîp	Wasserfall
şîr	Milch
şîregerm	lauwarm
şîret	Beratung
şîret	Empfehlung
şîret	Rat
şîret	Ratschlag
şîretlêkirin	empfehlen
şîretlêkirin	raten
şîretvan	Berater
şîrfiroş	Milchfrau
şîrfiroş	Milchmann
şîrhelal	anständig
şîrhelal	aus gutem Haus
şîrhelal	aus guter Familie
şîrhelal	vertrauenswürdig
şîrheram	Bösartiger
şîrheram	schlechter Abstammung
şîrheram	Undankbarer
şîrik	Mitinhaber
şîrik	Partner
şîrik	Teilhaber
şîrinahî	Süßigkeit
şîrmahî	Elfenbein
şîrmaq	Ohrfeige
şîrmaq	Schlag ins Gesicht
şîrmayî	Elfenbein
şîrovekar	Kommentator/in
şîrovekirin	kommentieren
şîş	Nadel
şîş	Spieß
şîv	Abendessen
şîyar	achtsam
şîyar	wach
şîyar	wachsam
şîyar kirin	aufwecken
şkandin	brechen
şkandin	zerbrechen
şkeft	Grotte
şkestin <şkê>	brechen
şkestin <şkê>	gebrochen werden
şkestin <şkê>	zerbrechen
şkestî	kaputt
şolî	verschwommen
şop	Bahn
şop	Eindruck
şop	Fährte
şop	Pfad
şop	Spur
şop	Weg
şop	Wirkung
şop dan	Eindruck geben
şop dan	Wirkung geben
şop hildan	die Spur aufnehmen
şopger	Pfadfinder
şor	Erläuterung
şor	Geschwätz
şor	Rede
şor	salzig
şor	Unterhaltung
şor	Wort
şora xwe kirin yek	austauschen, sich ~
şora xwe kirin yek	übereinstimmen in Wort oder Handlung
şora xwe kirin yek	verständigen, sich ~
şorbe	Suppe
şoreş	Aufstand
şoreş	Erhebung
şoreş	Revolution
şoreş	Umwälzung
şoreşger	Revolutionär/in
şorê berê	Devise
şorê berê	Sprichwort
şorê guharîn <guhêr>	Thema wechseln
şotî	Wassermelone
ştexilîn	sprechen
şube	Abteilung
şube	Abzweigung
şuh	hübsches junges Mädchen
şukir	Dank
şukir	Lob
şukir	Lobpreisung
şul	Angelegenheit
şul	Arbeit
şul	Aufgabe
şul	Beschäftigung
şunda	danach
şunda	zurück
şuxulandin	arbeiten
şuxulê netê	hässliche Handlung
şuxulê netê	Unordnung
şû	Ehemann
şû	Gatte
şû	Gattin
şû	Mann
şûjin	Packnadel
şûjin	Sattelnadel
şûkirin	heiraten
şûl	Reh
şûlik	dünner Baumast
şûlik	dünner Stab
şûlik	dünner Stock
şûlik	Fuhrmannspeitsche
şûlik	Reitpeitsche
şûn	Lage
şûn	Ort
şûn	Platz
şûn	Sitz
şûn	Spur
şûn	Stelle
şûn	Stellung
şûnda	nach (zeitl.)
şûnda	schließlich
şûnde	hinten
şûnde	rückwärts
şûnde	zurück
şûnewar	Land
şûr	Säbel
şûr	Schwert
şûre	Pulver
şûre	Schießpulver
şûrê kevan	gebogenes Schwert
şûştin	waschen
şût	schlau
şût	unehrlich
ta	bis
ta	bis zu
ta	Geschoß
ta	Malaria
ta	nach
ta	so lange wie
ta	soweit
ta	Stock
ta	Stufe
ta	Windung
ta kengî	bis wann
ta'de	Folter
ta'de	Pein
ta'de	Qual
ta'de	Ungerechtigkeit
ta'de	Unterdrückung
ta'de kirin	unterdrücken
taban kirin	walzen
tabiet	Natur
tabiet	natürliche Veranlagung
tabiet	Wesensart
tabî	natürlich
tabîet	Natur
tabûr	Abteilung
tabûr	Bataillon
tabûr	Brigade
tac	Diadem
tac	Kopfputz einer Braut
tac	Krone
tagîr	Anhänger
tahde	Marter
tahjî	Windhund
tajî	Jagdhund
tajî	Windhund
takekes	Person
takekesî	individuell
tako	solange wie
taku	solange wie
tal	abscheulich
tal	bitter
tal	leer
talan	Beute
talan	Plünderung
talan	Raub
talan kirin	ausrauben
talan kirin	plündern
talaş kişandin	besorgt sein
talaş kişandin	machen, sich Sorgen ~
talde	entlegen
talib	fragend
talib	Schüler
talib	suchend
talib	wünschend
talih	Geschick
talih	göttliche Vorsehung
talih	Schicksal
talih 	Vorherbestimmung
talî	am Ende
talî	Ende
talî	Lebensende
talî	Schluss
talî	Tod
talîh	Geschick
talîh	Horoskop
talîh	Schicksal
talîm	Ausbildung
talîm	Exerzieren
talîm	Unterricht
talîmî sekinîn	anständig gegenübertreten
talîmî sekinîn	Erziehung wahren
tam	ganz
tam	Geruch
tam	Geschmack
tam	schmackhaft
tam	völlig
tam kirin	probieren (Speisen)
tam kirin	schmecken
tamar	Ader
tamîr	Reparatur
tamîr kirin	reparieren
tamîrcî	Reparateur
tamkirin	geschmacklos
tamsalkîn	ohne Genuss
tamsalkîn	ohne Geschmack
tamtîtik	köstlich
tan	Ironie
tan	Sarkasmus
tan	Spott
tan	Tadel
tan	Vorwurf
tandir	nach oben offener, in die Erde gebauter zylinderförmiger Backofen an dessen heiße Seitenwände das zu Backende "geklebt" wird
tane	Glotzaugen
tane	Star (Augen)
tane xistin	jdn beunruhigen
tane xistin	Malaria bekommen
tane xistin	unruhig machen
tang	neben
tang	Reihe
tang	Richtung
tansîyon	Blutdruck
tansyon	Blutdruck
tapan kirin	walzen
tapî xas	allerbest
tapî xas	ausgezeichnet
tapî xas	ganz besonders
taqet	Ausdauer
taqet	Kraft
taqet	Stärke
taqet	Widerstand
taqet kirin	Kraft nehmen
tar	Spule
tarî	dunkel
tarîgan	Roggen
tarîtî	Dunkelheit
tarîx	Datum
tarîx	Geschichte
tarkirin	teilen
tarumar	geplündert
tarumar	ruiniert
tarumar	verwüstet
tarumar	zerstört
tarûmar	geplündert
tarûmar	ruiniert
tarûmar	verwüstet
tarûmar	zerstört
tarûmar kirin	verderben
tarûmar kirin	verwirren
tas	empfänglich
tas	Metallschüssel
tas	Scheibe
tas	weit geöffnet
tase	Becher
tase	Schale
tase	Trinkgefäß
taskivan	unter einer Metallschale gedünstetes gewürfeltes Hammelfleisch
taştê	Frühstück
taştê	Vesper 
taştê ya mîranî	spätes Frühstück
taştê ya mîranî	zweites Frühstück
taştî	Frühstück
taştî	Vesper
tatêl	Kummer
tatêl	Sorge
tav	Guss
tav	Hitze
tav	kurzer Regenguss
tav	Licht
tav	Regenguss
tav	Sonne
tav	Sonnenlicht
tav	Sonnenschein
tav	Strahlung
tava rojê	Sonnenschein
tavehîv	Mondlicht
tavilê	gleich
tavilê	nun
tavilê	sofort
tavilê	unverzüglich
tavî az	Regen
tawan	Verbrechen
tawanasî	kriminologie
tawanbar	Angeklagte
tawanbar kirin	anklagen
tawanbarkirin	belasten
tawandin	anklagen
tawankar	schuldig
tawaş	Fett
tawaş	Speck
tax	Stadtteil
tax	Stadtviertel
tax	Viertel
tax	Wohnviertel
taxbûr	Abteilung
taxbûr	Bataillon
taxbûr	Brigade
taxbûr	Schwadron
taxbûrî	Abteilung
taxbûrî	Bataillon
taxbûrî	Schwadron
taxe	Stadtteil
taxe	Stadtviertel
taxe	Viertel
taxim	Grenze
taxim	Gruppe zusammengehöriger Dinge
taxim	Set
taxim	Trennungslinie
taxsi	Auto
taybet	privat
taybetî	besondere Vorkommnisse
taybetî	Gruppierung
taybetî	herausragend
taybetî	privat
taybetmendî	Persönlichkeit
tayê tenê	der einzige Sohn
tayê tenê	Einzelner
tayê tenê	Einziger
tazî	bloß
tazî	frisch
tazî	nackt
tazî	neu
tazî	neuwertig
tazî	unbekleidet
tazî kirin	blank ziehen
tazî kirin	entblößen
tazî kirin	ziehen
tazîye	Beileidsbezeugung
tazîye	Kondolenz
tazîye	Nachruf
tazûg	Schlitten
te	dein
te	dir
te'l	bitter
te'l	hässlich
te'l	herb
tebat	Geduld
tebatî	passiv
tebax [mê]	August
tebek	Lage
tebek	Schicht
tebek kirin	schichtweise trennen
tebeqe	Lage
tebeqe	Schicht
tebeqe kirin	schichtweise trennen
tebîet	Natur
tebîet	natürliche Veranlagung
tebîet	Wesensart
tebîyet	Natur
tebîyet	natürliche Veranlagung
tebîyet	Veranlagung
tebîyet	Wesensart
tecribe	Erfahrung
tecribe	Probe
tecribe	Prüfung
tecrube	Erfahrung
tecrube	Probe
tecrube	Prüfung
tefandin	auslöschen
tefekurî	Beunruhigung
tefekurî	Sorge
tefekurî	Unruhe
tefekûr kişandin	sorgen für
tefekûr kişandin	versorgen
teftî	Weizensuppe
teher	Art
teher	Sorte
tehil	bitter
tehil	hässlich
tehil	herb
tehl	bitter
tehl	hässlich
tehl	herb
tehm kirin	probieren
tehmûl kirin	aufbürden
tehmûl kirin	aufbürden, sich ~
tehmûl kirin	auferlegen
tehmûl kirin	aufladen
tehmûl kirin	aushalten
tehmûl kirin	erdulden
tehmûl kirin	ertragen
tehmûl kirin	vertragen
tehnlêdan	necken
tehnlêdan	spaßmachen
tehr	Art und Weise
tehsîr	Einfluss
tehsîr	Einwirkung
teht	Felsplateau
tehwîl	Überweisung
tej	Teppich
tej	Vorleger
tejî	Windhund
tekane	einzigartig
tekilî	Kontakt
teklîf	Angebot
teklîf	Vorschlag
teklîf kirin	beauftragen
teklîf kirin	bemühen
teklîf kirin	vorschlagen
tekûz	fest
tekûz	nüchtern
tekûz	realistisch
tekûz	sicher
tel	hart
tel	streng
tel	unnachgiebig
telal	öffentlicher Ausrufer
telam	Problem
telam	Unglück
telandin <telîn>	ducken, sich ~
telandin <telîn>	rollen, sich ~
telandin <telîn>	schmiegen, sich ~
telandin <telîn>	verkriechen, sich ~
telandin <telîn>	verstecken, sich ~
telaq	Ehescheidung
telaq	Scheidung
telaqa...ji...birîn	lossagen, sich ~ von
telaqa...ji...birîn	scheiden, sich ~ von
telaqreş	Ehrloser
telaqreş	Leid eines Milzkranken
telaqreş	Unmoralischer
telaz	Staub
telbîz	Bodenfeuchtigkeit
telbîz	Erdfeuchtigkeit
telef	Schaden
telef	Verderben
telef	Verlust
telef	Vernichten
telif	Schaden
telif	Verderben
telif	Verlust
telif	Vernichten
telîm	Ausbildung
telîm	Exerzieren
telîm	Unterricht
telîn <tel>	ducken, sich ~
telîn <tel>	niederkauern, sich ~
telîn <tel>	rollen, sich ~
telîn <tel>	schmiegen, sich ~
telîn <tel>	verkriechen
telîn <tel>	verkriechen, sich ~
telîn <tel>	verstecken, sich ~
telqîn	Belehrung
telqîn	Einprägung
telqîn	Lehrsätze
tem	Hoffnung
tem	Nebel
tem	schmackhaft
tem	Wolke ähnelnde Stern
tem	Wunsch
tema	kaum
temam	ganz
temam	vollständig
temar	Ader
temar	Nerv
temaşe	Schaun
temaşe kirin	ansehen
temaşe kirin	betrachten
temaşe kirin	schauen
temaşe kirin	zuschauen
temaşe kirin	zusehen
temaşekar	Zuschauer
temaşevan	Betrachter
temaşevan	Zuschauer
tembe	Empfehlung
tembe	Rat
tembe	Ratschlag
tembe	Vermächtnis
tembûr	Langhalslaute
teme	Damespiel
teme kirin	bestellen
temel	Reichtum
temel	Ware
temen	Alter
temen	Lebensdauer
temena	Anliegen
temena	Bitte
temena	Verlangen
temena	Wunsch
temendirêj	lang Lebensdauer bekommende
temenne	militärischer Gruß
temenne	Salutieren
temezî	Kopftuch (bunt, aus Seide)
temirandin	löschen
temirîn	sich löschen
temî	Empfehlung
temî	Ermahnung
temî	Rat
temî	Ratschlag
temî	Vorschlag
temî	Warnung
temî dan	beauftragen
temî dan	befehlen
temî dan kesekî	Eid leisten
temî dan kesekî	Rat geben
temî dan kesekî	Versprechen ablegen
temî kirin	abraten
temî kirin	empfehlen
temî kirin	ermahnen
temî kirin	zuraten
temo	Berater
temo	Ratgeber 
temorî	Büschelchen
temorî	Haar
temorî	Mähne
temorî	Schopf
temsîl kirin	repräsentieren
temsîl kirin	vertreten
temul kirin	aufbürden, sich ~
temul kirin	auferlegen
temul kirin	aufladen
temul kirin	ertragen
temûl kirin	ertragen
temûl kirin	geduldig sein
temûl kirin	geduldig warten
ten	Körper
ten	Leib
tenazwer	ironisch
tenbe	Empfehlung
tenbe	Rat
tenbe	Ratschlag
tenbe	Vermächtnis
tenbûr	Langhalslaute
tendurist	Gesund	adj:
tenduristî	Gesundheit
tene	Korn
teneke	Blech
teneke	Blechdose
teneke	Blechkanister
tenê	allein
tenê	alleine
tenê	nur
tenêbûn	Alleinsein
tenêbûn	Einsamkeit
tenêbûn	Isolation
tenêtî	alleinheit
tenêtî	Alleinsein
tenêtî	Einsamkeit
tenêtî	Isolation
teng	eng
teng	schmal
teng kirin	beschränken
teng kirin	einengen
teng kirin	einschränken
teng kirin	enger machen
tengasî	Gefahr
tengasî	Krise
tengasî	Not
tengasî	Rückgang
tengasî	Schwierigkeit
tengasî	Verzweiflung
tengavbûn	sich langweilen
tengavbûn	ungemütlich zu haben
tengavkirin	belästigen
tengavkirin	langweilen
tengayî	Bedrängnis
tengayî	Enge
tengayî	Not
tengayî	Schwierigkeit
tengezar	bestrebt
tengezar	düster
tengezar	verzweifelt
tengezarkirin	deprimieren
tengijîn	sich ärgern
tengijîn	sich langweilen
tenik	dünn
tenik	fein
tenik	schmal
tenik	zart
tenik/pehn	dünn	(Gegenstände)
tenişt	Flanke
tenişt	Körperseite
tenişt	Seite
tenî	Ruß
tenîper	Kohlepapier
tep	Betrug
tep	Schwindel
teparik	Stöpsel
tepelik	Häubchen
tepelik	Kalotte
tepelik	Schädeldecke
tepelik	Schmuckstück am Oberteil einer Kopfbedeckung
tepik	getrockneter Kuhmist
tepik	Kuhdung, in Form geknetet
tepik	Kuhfladen
tepotaş	Abschlagspiel mit dem Ball
tepotaş	Ballspiel, ähnlich Völkerball
tepres	Betrüger
teptepî bûn	Herzklopfen haben
teptepî bûn	zittern
teq	Bersten
teq	Explosion
teq	Knall
teqa	Fenster
teqandin	Explosion machen
teqandin	schießen
teqandin <teqîn>	abfeuern
teqandin <teqîn>	bersten
teqandin <teqîn>	explodieren
teqandin <teqîn>	feuern
teqandin <teqîn>	platzen lassen
teqel	Anstrengung
teqemenî	explosiv
teqereq	Lärm 
teqereq	tak tak
teqet	Kraft
teqez	bestimmt
teqez	ohnehin
teqez	sicherlich
teqil	Balance
teqil	Bedeutung
teqil	Besonnenheit
teqil	Ernst
teqil	Gewicht
teqil	gewichtig
teqil	Gewichtigkeit
teqilandin	wiegen
teqinîn	sinken in Schlamm
teqiyan <teq>	explodieren
teqiyan <teq>	zerknallen
teqiyan <teq>	zerplatzen
teqîl	Akzent
teqîl	Rhythmus
teqîl	Takt
teqîl	Versmaß
teqîn	explodieren
teqîn	Explosion
teqîn	platzen [vi.]
teqîn	sprengen
teqînî	Klappern
teqînî	Klingen
teqîyan	platzen
teqreq	Lärm
teqreq	tak tak
ter	naß Wald und Baum
ter	nass
tera	dir
terabûn	fallen
terane	Operation
terane	spielen
terane	Vergnügen
teraz	Waage
terbiye	Erziehung
terbiye	Pädagogik
terbiye kirin	erziehen
terbiye kirin	üben
terbî	Erziehung
terbîye	Erziehung
terbîye	gute Manieren
terewil	Raubtier
terewil	Raubvogel
terh	Lebensplan
terh	Plan
teribandin <teribîn>	vermengen
teribandin <teribîn>	vermischen
terik	Ekzem
terik	Hautabschürfung
terik	Hautausschlag
terik anîn	einen Schlag versetzen
terik anîn	zuhauen
terik anîn	zuschlagen
terik kirin	aufgeben
terik kirin	verlasen
terik kirin	verleugnen
terikandin	verlassen
terikandin <terikîn>	verlassen
terikî	groß
terikî	mächtig
terikî	riesig
terikîn <terik>	platzen
terikîn <terik>	reißen
terikîn <terik>	sprengen, sich ~
terikîn <terik>	springen
terikîn <terik>	zerplatzen
terikîn <terik>	zerreißen, sich ~
terî	Schwanz
terk dan	verlassen
terk kirin	aufgeben
terk kirin	verlasen
terk kirin	verleugnen
terkeser	Reisen
terkeser	Wandern
terkeser	Wanderschaft
terlan	Jagdfalke
terlihevbûn	mischen
terlihevbûn	Mischung
terx	Betrug
terx	Täuschung
terxam	Abteilung
terxam	bestimmt
terxam	Teil
terxam	Truppe
terxam	zugeteilt
terxan	fehlerlos
terxan	frei
terxan	ungehindert
terzî	Schneider
tesela bûn	beruhigt werden
tesela bûn	beschwichtigt werden
tesela bûn	getröstet sein
tesela bûn	getröstet werden
tesela kirin	beruhigen
tesela kirin	beschwichtigen
tesela kirin	erfreuen
tesela kirin	trösten
tesele bûn	beruhigen
tesele bûn	froh stimmen
tesele bûn	trösten
teseliyê kirin	Aufmerksamkeit richten
teseliyê kirin	beobachten
teselî kirin	beruhigen
teselî kirin	beschwichtigen
teselî kirin	erfreuen
teselî kirin	trösten
tesîr	Eindruck
tesîr	Einfluss
tesîr	Einwirkung
tesîr	Wirkung
teslîm	Kapitulation
teslîm	Übergabe
teslîm bûn	ergeben, sich ~
teslîm bûn	kapitulieren
teslîm bûn	übergeben werden
teslîm kirin	abgeben
teslîm kirin	anvertrauen
teslîm kirin	aufgeben lassen
teslîm kirin	aushändigen
teslîm kirin	ausliefern
teslîm kirin	erledigen
teslîm kirin	kapitulieren lassen
teslîm kirin	übergeben
teslîm kirin radest kirin	abliefern
testîq bûn	beglaubigen
testîq bûn	bestätigen
teşe	Form
teşî	Spindel
teşî	Spinnrocken
teşî restin <rês>	Wolle spinnen
teşî rêsîn <rês>	Wolle spinnen
teşkil kirin	aufstellen
teşkil kirin	bilden
teşkil kirin	formieren
teşkil kirin	ordnen
teşkil kirin	organisieren
teşkil kirin	zusammensetzen
teşkîl	Organisation
teşqele	Aufruhr
teşqele	falscher Anspruch
teşqele	Hemmnis
teşqele	Hindernis
teşqele	Problem
teşqele	Schwierigkeit
teşt	Becken
teşt	großes Kuchenblech aus Kupfer
teşt	großes Kupfertablett
teşt	Schüssel
teşt	Trog
tetik	Griff
tetik	Hahn (Gewehr)
tev	absolut
tev	alle
tev	ganz
tev	gemeinsam
tev	Guss
tev	insgesamt
tev	irgendetwas
tev	jedermann
tev	Licht
tev	Regenguss
tev	Sonnenlicht
tev	völlig
tev	zusammen
tev dan	hinzufügen
tev dan	vereinigen
tev ku	obwohl
tev ku	trotz
tev ku	trotzdem
teva / qedîyan	alle
teva xweş	ganz schön
teva xweş	so schön
tevahî	Gesamtheit
tevayî	allgemein
tevayî	Gesamtheit
tevdan	bewegen, sich ~
tevdan	zusammenströmen
tevdarek	Vorbreitung
tevdêr	Disponierung
tevdêr	Maßnahme 
tevdêr	Maßregel
tevdêr	Mittel
tevdêr	Plan
tevdêr	Planung
tevdêr	Umsicht
tevdêr	Voraussicht
tevdir	Disponierung
tevdir	Maßnahme
tevdir	Planung
tevek	Lage
tevek	Schicht
tevek kirin	schichtweise trennen
tevger	Bewegung
tevger	Brauch
tevger	Gewohnheit
tevger	Handlung
tevger	politische Bewegung
tevger	Sitte
tevger	Strömung
tevger	Umgang
tevger	Verhalten
tevger	Zeremonie
tevgerîn	sich bewegen
tevgerîn	verhalten
tevin	Webstuhl
tevin çêkirin	weben
tevir	Graben
tevizîn <teviz>	erstarren
tevizîn <teviz>	gefühllos werden
tevizîn <teviz>	steif werden
tevî	dennoch
tevî	mit
tevî	trotzdem
tevî hev	zusammen
tevî xwe	mit sich
tevîko	obwohl
tevîko	trotz
tevîko	trotzdem
tevîku	obwohl
tevîku	trotzdem
tevlêkirin	beifügen
tevlêkirin	einfügen
tevlihev	durcheinander
tevlihev	gemischt
tevlihev	komplizier
tevlihev	verwickelt
tevlihev kirin	durcheinander bringen
tevlihev kirin	verwickeln
tevlihev kirin	verwirren
tevlîhev	durcheinander
tevlîhev kirin	durcheinander bringen
tevlîhevbûn	durcheinander sein
tevn	Webstuhl
tevşo	Dachsbeil
tevşo	Krummaxt
tew	absolut
tew	allein
tew	ganz
tew	irgendetwas
tew	irgendwie
tew	jemals
tew	nichts
tew	nie
tew	sogar
tew	völlig
tew	zugleich
tew hindik	beinahe
tew hindik	fast
tewandin	winden
tewaş	Fett
tewaş	Speck
tewaw	genau
tewele	Achse
tewilandin	anbinden
tewile	Stall
tewîn <tew>	beugen, sich ~
tewîn <tew>	biegen, sich ~
tewîn <tew>	eingedrückt werden
tewl	Seil
tewl	Stall
tewle	Stall
tewr	erst recht
tewr	sogar
tewr	Sorte
tewr	überhaupt
tewrat û incîl	Bibel
tewş	Gleichgewicht
tewzkirin	necken
texilandin	abbringen
texmîn kirin	abschätzen
texmîn kirin	annehmen
texmîn kirin	einschätzen
texmîn kirin	feststellen
texmîn kirin	schätzen
texmîn kirin	vermuten
texsîr	Beschränkung
texsîr	Fehler
texsîr	Mangel
texsîr	Unfähigkeit
texsîr kirin	verhindern
texsîr kirin	vorenthalten
texsîr kirin	zurückhalten
text	Bettgestell
text	Bohle
text	Brett
text	Tafel
texte	Brett
texte	erhöhte große Sitzfläche für mehrere Personen
texte	Holzstück
textik	Rechentafel
textik	Täfelchen
textîn	hölzern
textor	Doktor
textor [nêr/mê]	Arzt/Ärztin
teyax	dauerhaft
teyax	haltbar
teyax	stabil
teyax	standhaft
teyax kirin	auskommen
teyfetî	besondere Vorkommnisse
teyfetî	Gruppierung
teyfik	Teller
teyisandin	polieren
teyisîn	strahlen
teyr	Jagdfalke
teyr	Vogel
teyr û tû	Geflügel
teyr û tû	Vögel
teyrok	Hagel
teyrtû	Geflügel
teyrtû	Vögel
teze	frisch
teze	kürzlich
teze	neu
teze	neue
tezî kirin	blank ziehen
tezî kirin	entblößen
tezî kirin	ziehen
tezîn <tezê>	gefrieren
tezîn <tezê>	gefühllos sein
tezîn <tezê>	taub sein
tê kirin	auftun
têbinî	Notiz
têda	in
têda	innen
têderxistin <têderx>	daraus schließen
têderxistin <têderx>	die Antwort kennen
têderxistin <têderx>	die Antwort wissen
têderxistin <têderx>	entnehmen aus
têger	ansteckend
têgih	Ausdruck
têgih	Begriff
têgihiştin	begreifen
têgihiştin	verstehen
têgihiştîn	verstehen
têgihîştin	bemerken
têgîn	Ausdruck
têgîn	Begriff
têk	gemeinsam
têk	zusammen
têkber	Beitrag
têkber	Ware
têkdan	warnen
têkel	vermischt
têketin	Eingang
têketin	eingehen
têketin	hineingehen
têketin <tê...kev>	betreten
têketin <tê...kev>	eintreten
têkilî	Beziehung
têkilî	Einmischung
têkilî	Teilhaben
têkilî	Verbindung
têkirin	aufhalsen
têkirin	aufladen
têkirin	aufzwingen
têkirin	hineingießen
têkirin	hineinspritzen
têkirin	laden
têkoşan <tê...koş>	anstrengen, sich ~
têkoşan <tê...koş>	aufregen, sich ~
têkoşan <tê...koş>	bemühen, sich ~
têkoşan <tê...koş>	kämpfen
têkoşan <tê...koş>	verausgaben, sich ~
têkoşer	Kämpfer
têkoşin <tê...koş>	aufregen, sich ~
têkoşin <tê...koş>	bemühen, sich ~
têkoşîn	bekämpfen
têkoşîn	Kampf
têkûz	fest
têkûz	nüchtern
têkûz	realistisch
têkûz	sicher
têkûz	vollkommen
têl	Draht
têl	einzelnes Haar
têl	Saite
têl-têlî	borstig
têl-têlî	drahtig
tên kirin	sie werden gekauft
tên kirîn	gekauft werden können
tênî bûn	dürsten
têr	befriedigt
têr	genug gegessene Man
têr	gesättigt
têr	großer Sack
têr	satt
têr	zufrieden
têr bûn	genug bekommen
têr bûn	satt werden 
têr dîtin	abfinden, sich ~
têr kirin	genügen
têr kirin <têra ... ...k>	ausreichen
têr kirin <têra...k>	genügen
têr kirin <têra...k>	satt machen
têr kirin <têra...k>	sättigen
têr kirin <têra...k>	zufrieden stellen
têra min kirin <têra min dike>	ausreichend für mich sein
têrbûn	satt werden
têrekirin	stechen
têrê kirin <têrê ...k>	ausreichen
têrkirin	reichen
têrmaş	lassen
têrmaş	ûberlassen
têrmaş	verlassen werden
têrzad	voll mit Nahrung
têvel	etliche
têvel	mehrere
têvel	variierend
têvel	verschieden
têwerbûn	hinfallen
têwerdan	schütteln
têxistin	stellen
têxistin <tê...xe>	einführen
têxistin <tê...xe>	hineinstecken
têxistin <tê...xe>	hineintun
têxuşandin <tê...xuşîn>	niederprasseln
têxuşandin <tê...xuşîn>	niederrauschen
têyên	gekauft werden können
têyên	sie werden gekauft
ti	nie
tif	Speichel
tif	Spucke
tif kirin	ausspucken
tif kirin	spucken
tifal	Kind
tife derve kirin	ausspucken
tife derve kirin	herausschleudern
tifik	Januar
tifik	Kamin
tifik	Kochstelle
tifik	Schornstein
tifing	Gewehr
tifkirin	spucken
tifû	pfui!
tihn	Durst
tijî	voll
tijî kirin	anfüllen
tijî kirin	füllen
tijîbûn	sich füllen
tijîkirin	füllen
tika	Bitte
tika	Ersuchen
tika	Gesuch
tika	Wunsch
tika kirin	anflehen
tika kirin	bitten
tika kirin	ersuchen
tika kirin	inständig bitten
tikakirin	bitten
tiliha lingê	Zehe
tilik	Kleidung
tilik	Tracht
tilizim	Amulett
tilizim	Schutz
tilizim	Talisman
tilî	Finger
tilîlî	gellendes Trillern
tilq	Kleidung
tilq	Tracht
tilûr	Krähe
tilûr	Saatkrähe
tilûwerî	Krähe
tilûwerî	Krakeeler
tilûwerî	Ruhestörer
tilûwerî	Saatkrähe
tilûwerî	schreiend
tilyak	Rauschgift
tilyatfiroş	Rauschgift Verkäufer/in
tilyatkêş	Rauschgift rauchende
tim	dauernd
tim	immer
tim	ständig
tim	stets
tim pirtir	immer mehr
tima	gierig
timaî kirin	egoistisch sein
timaî kirin	geizig sein
timaî kirin	gierig sein
timaî kirin	verhalten, sich egoistisch ~
timatî kirin	egoistisch sein
timatî kirin	geizig sein
timatî kirin	gierig sein
timatî kirin	verhalten, sich egoistisch ~
timî	immer
timnek	Blechdose
timnek	Blechkanister
timtêl	Kleidung
tinaz	ironie
tinazpêkirin	necken
tinazpêkirin	spaßmachen
tine	nicht
tipa pêşina elîfbayê	A
